cloud,family_category,family,family_sort,size,cpu,memory,storage_boot,storage_extra,network_bandwidth,other_devices,cpu_type,family_url,virt
Microsoft Azure,Memory Optimized,M,3,M32ts,32,192,1024 GiB SSD,,8,,"Intel Xeon (Cascade Lake, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/m-series,Hyper-V
Microsoft Azure,Memory Optimized,M,4,M32ls,32,256,1024 GiB SSD,,8,,"Intel Xeon (Cascade Lake, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/m-series,Hyper-V
Microsoft Azure,Memory Optimized,M,5,M32ms,32,875,1024 GiB SSD,,8,,"Intel Xeon (Cascade Lake, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/m-series,Hyper-V
Microsoft Azure,Memory Optimized,M,6,M64s,64,1024,2048 GiB SSD,,16,,"Intel Xeon (Cascade Lake, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/m-series,Hyper-V
Microsoft Azure,Memory Optimized,M,7,M64ls,64,512,2048 GiB SSD,,16,,"Intel Xeon (Cascade Lake, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/m-series,Hyper-V
Microsoft Azure,Memory Optimized,M,8,M64ms,64,1792,2048 GiB SSD,,16,,"Intel Xeon (Cascade Lake, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/m-series,Hyper-V
Microsoft Azure,Memory Optimized,M,9,M128s,128,2048,4096 GiB SSD,,30,,"Intel Xeon (Cascade Lake, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/m-series,Hyper-V
Microsoft Azure,Memory Optimized,M,10,M128ms,128,3892,4096 GiB SSD,,30,,"Intel Xeon (Cascade Lake, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/m-series,Hyper-V
Microsoft Azure,Memory Optimized,M,11,M64,64,1024,7168 GiB SSD,,16,,"Intel Xeon (Cascade Lake, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/m-series,Hyper-V
Microsoft Azure,Memory Optimized,M,12,M64m,64,1792,7168 GiB SSD,,16,,"Intel Xeon (Cascade Lake, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/m-series,Hyper-V
Microsoft Azure,Memory Optimized,M,13,M128,128,2048,14336 GiB SSD,,32,,"Intel Xeon (Cascade Lake, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/m-series,Hyper-V
Microsoft Azure,Memory Optimized,M,14,M128m,128,3892,14336 GiB SSD,,32,,"Intel Xeon (Cascade Lake, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/m-series,Hyper-V
Microsoft Azure,Memory Optimized,Mv2,1,M32ms_v2,32,875,,,,,Intel Xeon Platinum 8180M (Skylake),https://docs.microsoft.com/en-us/azure/virtual-machines/mv2-series,Hyper-V
Microsoft Azure,Memory Optimized,Mv2,2,M32dms_v2,32,875,,,,,Intel Xeon Platinum 8180M (Skylake),https://docs.microsoft.com/en-us/azure/virtual-machines/mv2-series,Hyper-V
Microsoft Azure,Memory Optimized,Mv2,3,M64s_v2,64,1024,,,,,Intel Xeon Platinum 8180M (Skylake),https://docs.microsoft.com/en-us/azure/virtual-machines/mv2-series,Hyper-V
Microsoft Azure,Memory Optimized,Mv2,4,M64ds_v2,64,1024,,,,,Intel Xeon Platinum 8180M (Skylake),https://docs.microsoft.com/en-us/azure/virtual-machines/mv2-series,Hyper-V
Microsoft Azure,Memory Optimized,Mv2,5,M64ms_v2,64,1792,,,,,Intel Xeon Platinum 8180M (Skylake),https://docs.microsoft.com/en-us/azure/virtual-machines/mv2-series,Hyper-V
Microsoft Azure,Memory Optimized,Mv2,6,M64dms_v2,64,1792,,,,,Intel Xeon Platinum 8180M (Skylake),https://docs.microsoft.com/en-us/azure/virtual-machines/mv2-series,Hyper-V
Microsoft Azure,Memory Optimized,Mv2,7,M128s_v2,128,2048,,,,,Intel Xeon Platinum 8180M (Skylake),https://docs.microsoft.com/en-us/azure/virtual-machines/mv2-series,Hyper-V
Microsoft Azure,Memory Optimized,Mv2,8,M128ds_v2,128,2048,,,,,Intel Xeon Platinum 8180M (Skylake),https://docs.microsoft.com/en-us/azure/virtual-machines/mv2-series,Hyper-V
Microsoft Azure,Memory Optimized,Mv2,9,M128ms_v2,128,3892,,,,,Intel Xeon Platinum 8180M (Skylake),https://docs.microsoft.com/en-us/azure/virtual-machines/mv2-series,Hyper-V
Microsoft Azure,Memory Optimized,Mv2,10,M128dms_v2,128,3892,,,,,Intel Xeon Platinum 8180M (Skylake),https://docs.microsoft.com/en-us/azure/virtual-machines/mv2-series,Hyper-V
Microsoft Azure,Memory Optimized,Mv2,11,M192is_v2,192,2048,,,,,Intel Xeon Platinum 8180M (Skylake),https://docs.microsoft.com/en-us/azure/virtual-machines/mv2-series,Hyper-V
Microsoft Azure,Memory Optimized,Mv2,12,M192ids_v2,192,2048,,,,,Intel Xeon Platinum 8180M (Skylake),https://docs.microsoft.com/en-us/azure/virtual-machines/mv2-series,Hyper-V
Microsoft Azure,Memory Optimized,Mv2,13,M192ims_v2,192,4096,,,,,Intel Xeon Platinum 8180M (Skylake),https://docs.microsoft.com/en-us/azure/virtual-machines/mv2-series,Hyper-V
Microsoft Azure,Memory Optimized,Mv2,14,M192idms_v2,192,4096,,,,,Intel Xeon Platinum 8180M (Skylake),https://docs.microsoft.com/en-us/azure/virtual-machines/mv2-series,Hyper-V
Microsoft Azure,Memory Optimized,Mv2,15,M208s_v2,208,2850,4096 GiB SSD,,16,,Intel Xeon Platinum 8180M (Skylake),https://docs.microsoft.com/en-us/azure/virtual-machines/mv2-series,Hyper-V
Microsoft Azure,Memory Optimized,Mv2,16,M208ms_v2,208,5700,4096 GiB SSD,,16,,Intel Xeon Platinum 8180M (Skylake),https://docs.microsoft.com/en-us/azure/virtual-machines/mv2-series,Hyper-V
Microsoft Azure,Memory Optimized,Mv2,17,M416s_v2,416,5700,8192 GiB SSD,,32,,Intel Xeon Platinum 8180M (Skylake),https://docs.microsoft.com/en-us/azure/virtual-machines/mv2-series,Hyper-V
Microsoft Azure,Memory Optimized,Mv2,18,M416ms_v2,416,11400,8192 GiB SSD,,32,,Intel Xeon Platinum 8180M (Skylake),https://docs.microsoft.com/en-us/azure/virtual-machines/mv2-series,Hyper-V
Microsoft Azure,GPU Optimized,NC,1,NC6,6,56,340 GiB SSD,,,1x NVIDIA Tesla K80,Intel Xeon E5-2690 v3 (Haswell),https://docs.microsoft.com/en-us/azure/virtual-machines/nc-series,Hyper-V
Microsoft Azure,GPU Optimized,NC,2,NC12,12,112,680 GiB SSD,,,2x NVIDIA Tesla K80,Intel Xeon E5-2690 v3 (Haswell),https://docs.microsoft.com/en-us/azure/virtual-machines/nc-series,Hyper-V
Microsoft Azure,GPU Optimized,NC,3,NC24,24,224,1440 GiB SSD,,,4x NVIDIA Tesla K80,Intel Xeon E5-2690 v3 (Haswell),https://docs.microsoft.com/en-us/azure/virtual-machines/nc-series,Hyper-V
Microsoft Azure,GPU Optimized,NC,4,NC24r,24,224,1440 GiB SSD,,,4x NVIDIA Tesla K80,Intel Xeon E5-2690 v3 (Haswell),https://docs.microsoft.com/en-us/azure/virtual-machines/nc-series,Hyper-V
Microsoft Azure,GPU Optimized,NCv2,1,NC6s_v2,6,112,736 GiB SSD,,,1x NVIDIA Tesla P100,Intel Xeon E5-2690 v4 (Broadwell),https://docs.microsoft.com/en-us/azure/virtual-machines/ncv2-series,Hyper-V
Microsoft Azure,GPU Optimized,NCv2,2,NC12s_v2,12,224,1474 GiB SSD,,,2x NVIDIA Tesla P100,Intel Xeon E5-2690 v4 (Broadwell),https://docs.microsoft.com/en-us/azure/virtual-machines/ncv2-series,Hyper-V
Microsoft Azure,GPU Optimized,NCv2,3,NC24s_v2,24,448,2948 GiB SSD,,,4x NVIDIA Tesla P100,Intel Xeon E5-2690 v4 (Broadwell),https://docs.microsoft.com/en-us/azure/virtual-machines/ncv2-series,Hyper-V
Microsoft Azure,GPU Optimized,NCv2,4,NC24rs_v2,24,448,2948 GiB SSD,,,4x NVIDIA Tesla P100,Intel Xeon E5-2690 v4 (Broadwell),https://docs.microsoft.com/en-us/azure/virtual-machines/ncv2-series,Hyper-V
Microsoft Azure,GPU Optimized,NCv3,1,NC6s_v3,6,112,736 GiB SSD,,,1x NVIDIA Tesla V100,Intel Xeon E5-2690 v4 (Broadwell),https://docs.microsoft.com/en-us/azure/virtual-machines/ncv3-series,Hyper-V
Microsoft Azure,GPU Optimized,NCv3,2,NC12s_v3,12,224,1474 GiB SSD,,,1x NVIDIA Tesla V100,Intel Xeon E5-2690 v4 (Broadwell),https://docs.microsoft.com/en-us/azure/virtual-machines/ncv3-series,Hyper-V
Microsoft Azure,GPU Optimized,NCv3,3,NC24s_v3,24,448,2948 GiB SSD,,,1x NVIDIA Tesla V100,Intel Xeon E5-2690 v4 (Broadwell),https://docs.microsoft.com/en-us/azure/virtual-machines/ncv3-series,Hyper-V
Microsoft Azure,GPU Optimized,NCv3,4,NC24rs_v3,24,448,2948 GiB SSD,,,1x NVIDIA Tesla V100,Intel Xeon E5-2690 v4 (Broadwell),https://docs.microsoft.com/en-us/azure/virtual-machines/ncv3-series,Hyper-V
Microsoft Azure,GPU Optimized,ND,1,ND6s,6,112,736 GiB SSD,,,1x NVIDIA Tesla P40,Intel Xeon E5-2690 v4 (Broadwell),https://docs.microsoft.com/en-us/azure/virtual-machines/nd-series,Hyper-V
Microsoft Azure,GPU Optimized,ND,2,ND12s,12,224,1474 GiB SSD,,,2x NVIDIA Tesla P40,Intel Xeon E5-2690 v4 (Broadwell),https://docs.microsoft.com/en-us/azure/virtual-machines/nd-series,Hyper-V
Microsoft Azure,GPU Optimized,ND,3,ND24s,24,448,2948 GiB SSD,,,4x NVIDIA Tesla P40,Intel Xeon E5-2690 v4 (Broadwell),https://docs.microsoft.com/en-us/azure/virtual-machines/nd-series,Hyper-V
Microsoft Azure,GPU Optimized,ND,4,ND24rs,24,448,2948 GiB SSD,,,4x NVIDIA Tesla P40,Intel Xeon E5-2690 v4 (Broadwell),https://docs.microsoft.com/en-us/azure/virtual-machines/nd-series,Hyper-V
Microsoft Azure,GPU Optimized,NDv2,1,ND40rs_v2,40,672,2948 GiB SSD,,24,8x NVIDIA Tesla V100,Intel Xeon Platinum 8168 (Skylake),https://docs.microsoft.com/en-us/azure/virtual-machines/ndv2-series,Hyper-V
Microsoft Azure,GPU Optimized,NV,1,NV6,6,56,340 GiB SSD,,,1x NVIDIA Tesla M60,Intel Xeon E5-2690 v3 (Haswell),https://docs.microsoft.com/en-us/azure/virtual-machines/nv-series,Hyper-V
Microsoft Azure,GPU Optimized,NV,2,NV12,12,112,680 GiB SSD,,,2x NVIDIA Tesla M60,Intel Xeon E5-2690 v3 (Haswell),https://docs.microsoft.com/en-us/azure/virtual-machines/nv-series,Hyper-V
Microsoft Azure,GPU Optimized,NV,3,NV24,24,224,1440 GiB SSD,,,4x NVIDIA Tesla M60,Intel Xeon E5-2690 v3 (Haswell),https://docs.microsoft.com/en-us/azure/virtual-machines/nv-series,Hyper-V
Microsoft Azure,GPU Optimized,NVv3,1,NV12s_v3,12,112,320 GiB SSD,,,1x NVIDIA Tesla M60,Intel Xeon E5-2690 v4 (Broadwell),https://docs.microsoft.com/en-us/azure/virtual-machines/nvv3-series,Hyper-V
Microsoft Azure,GPU Optimized,NVv3,2,NV24s_v3,24,224,640 GiB SSD,,,2x NVIDIA Tesla M60,Intel Xeon E5-2690 v4 (Broadwell),https://docs.microsoft.com/en-us/azure/virtual-machines/nvv3-series,Hyper-V
Microsoft Azure,GPU Optimized,NVv3,3,NV48s_v3,48,448,1280 GiB SSD,,,4x NVIDIA Tesla M60,Intel Xeon E5-2690 v4 (Broadwell),https://docs.microsoft.com/en-us/azure/virtual-machines/nvv3-series,Hyper-V
Microsoft Azure,GPU Optimized,NVv4,1,NV4as_v4,4,14,88 GiB SSD,,1,1/8x AMD Radeon Instinct M125,AMD EPYC 7V12 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/nvv4-series,Hyper-V
Microsoft Azure,GPU Optimized,NVv4,2,NV8as_v4,8,28,176 GiB SSD,,2,1/4x AMD Radeon Instinct M125,AMD EPYC 7V12 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/nvv4-series,Hyper-V
Microsoft Azure,GPU Optimized,NVv4,3,NV16as_v4,16,56,352 GiB SSD,,4,1/2x AMD Radeon Instinct M125,AMD EPYC 7V12 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/nvv4-series,Hyper-V
Microsoft Azure,GPU Optimized,NVv4,4,NV32as_v4,32,112,704 GiB SSD,,8,1x AMD Radeon Instinct M125,AMD EPYC 7V12 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/nvv4-series,Hyper-V
Microsoft Azure,GPU Optimized,NCasT4_v3,1,NC4as_T4_v3,4,28,180 GiB SSD,,8,1x NVIDIA T4,AMD EPYC 7V12 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/nct4-v3-series,Hyper-V
Microsoft Azure,GPU Optimized,NCasT4_v3,2,NC8as_T4_v3,8,56,360 GiB SSD,,8,1x NVIDIA T4,AMD EPYC 7V12 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/nct4-v3-series,Hyper-V
Microsoft Azure,GPU Optimized,NCasT4_v3,3,NC16as_T4_v3,16,110,360 GiB SSD,,8,1x NVIDIA T4,AMD EPYC 7V12 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/nct4-v3-series,Hyper-V
Microsoft Azure,GPU Optimized,NCasT4_v3,4,NC64as_T4_v3,64,440,2880 GiB SSD,,32,4x NVIDIA T4,AMD EPYC 7V12 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/nct4-v3-series,Hyper-V
